,common_entity,entity1,entity2,entity3,entity4
1220,Growing Up Me: A Guide to Scrapbooking Childhood Stories,"Pedersen, Angie",March,2004,Efg Inc
1221,Guide to the Colorado Mountains,"Colorado Mountain Club, Denver",January,1973,Sage
1222,The Actor's Book of Contemporary Stage Monologues: More Than 150 Monologues from More Than 70 Playwrights,"Shengold, Nina (EDT)",November,1987,Penguin Books
1223,The richest lady in town,"Heatherley, Joyce Landorf",January,1979,Bantam Books
1224,Furnish With Fabric: Over 25 Beautiful Ideas For Decorating Your Home,"Guild, Trisha",January,1990,Random House~trade
1225,Tokyo Knights,"Napton, Robert Place and Renegar, Michael",January,2005,Image Comics
1226,In Every Tiny Grain of Sand: A Child's Book of Prayers and Praise,"Jeram, Anita (ILT), Kleven, Elisa (ILT), Graham, Bob (ILT), Davenier, Christine (ILT), and Lindbergh, Reeve (EDT)",August,2000,Candlewick
1227,Favorite Hymns for Children,Karl (Arranger) (Illustrated by Miss Elliott) Schu,January,1942,Grosset & Dunlap
1228,Diablo: My Dream Horse,"Adam, Gabi",January,2005,PONY
1229,Home Masonry Repairs and Projects,Black & Decker,January,1996,QUAYSIDE PUB + CREATIVE PUB
1230,What's the Good Word?,"Safire, William",October,1983,Avon Books
1231,Where Monsoons Cry: stories,"Noronha, Lalita",January,2005,Black Words Inc.
1232,Vox,"Baker, Nicholson",January,1993,Vintage
1233,The Journey of Desire: Searching for the Life We've Only Dreamed of,"Eldredge, John",April,2001,Oliver-Nelson Books
1234,Greatest Ever Baking,unknown,January,2002,Paragon Publishing
1235,Sisters of the Earth: Women's Prose and Poetry About Nature,"Anderson, Lorraine (EDT)",September,1991,Vintage
1236,The Needlepoint Book,"Christensen, Jo Ippolito",January,1976,"Englewood s-20 Prentice-Hall, Inc. 1976."
1237,The Goddess in the Office: A Personal Energy Guide for the Spiritual Warrior at Work,"Budapest, Zsuzsanna Emese",March,1993,HarperOne
1238,The Hamptons Diet: Lose Weight Quickly and Safely with the Doctor's Delicious Meal Plans,"Pescatore, Fred",April,2004,Houghton Mifflin Harcourt
1239,Running Scared: The Life and Treacherous Times of Las Vegas Casino King Steve Wynn,"Smith, John L.",January,2001,Da Capo Press
1240,Spy: The Inside Story of How the FBI's Robert Hanssen Betrayed America,"Wise, David",October,2002,Random House
1241,Better Homes and Gardens Stretching Living Space,Better Homes and Gardens Books (COR),January,1983,Meredith Corp
1242,The Story of the Ten Commandments,"Pingry, Patricia A.",January,2000,WorthyKids
1243,Indochine,"Dickason, Christie",September,1987,Villard
1244,Got Game: How the Gamer Generation Is Reshaping Business Forever,"Beck, John C. and Wade, Mitchell",October,2004,Harvard Business Review Press
1245,The Papa Prayer: The Prayer You've Never Prayed,"Crabb, Lawrence J.",February,2006,Integrity Publishers
1246,River of Light: Monet's Impressions of the Seine,"Monet, Claude and Skeggs, Douglas",September,1987,Knopf
1247,Skippyjon Jones,Judy Schachner,April,2005,Puffin Books
1248,A Kwanzaa Fable,"Copage, Eric V.",October,1995,William Morrow & Co
1249,Elmo Gets Homesick,"Tish Sommers Rabe, Illustrated by Tom Br",January,1990,Golden Pr
1250,Deathbeast,David Gerrold,January,1978,Popular Library
1251,In the Eye of the Storm,"Lucado, Max",July,1991,W Pub Group
1252,The Complete Book of Food Counts,"Netzer, Corinne T.",February,1988,Dell Publishing
1253,Families of Fengsheng,"Sidel, Ruth",November,1974,Penguin Books
1254,Free Yourself from Depression,"Yapko, Michael D.",January,1992,Rodale Pr
1255,Inner Calm: A Christian Answer to Modern Stress,"Deblassie, Paul",March,1985,Liguori Pubns
1256,The Rustlers of West Fork,"L'Amour, Louis",April,1992,Bantam
1257,Children's First Encyclopedia,Neil Morris,January,2004,Backpack Books Inc
1258,Flash and Bones,"Reichs, Kathy",August,2011,Scribner
1259,Technology and the Future,"Teich, Albert H. (EDT)",March,1993,St Martins Pr
1260,Blocking the Courthouse Door: How the Republican Party and Its Corporate Allies Are Taking Away Your Right to Sue,"Mencimer, Stephanie",December,2006,Free Press
1261,Hurricane,"Harper, Karen",May,2006,MIRA
1262,Obama: Why Black America Should Have Doubts,"Owens, William, Jr.",September,2008,Itouchpublishers
1263,Complete Kama Sutra the First Unabridged,"Danielou, Alain",January,1994,Park Street Press
1264,American Psychiatric Press Review of Psychiatry,"Hales, Robert E. (EDT) and Frances, Allen J.",March,1988,Amer Psychiatric Pub Inc
1265,An Encyclopedia of Small Antiques,"MacKay, James A.",July,1975,HarperCollins
1266,A general selection from the works of Sigmund Freud,,January,1957,Doubleday
1267,The Century for Young People,"Armstrong, Jennifer, Jennings, Peter, Brewster, Todd, and Bourbeau, Katherine",September,1999,Doubleday Books for Young Readers
1268,Bears on Wheels,"Berenstain, Stan and Berenstain, Jan",September,1969,Random House Books for Young Readers
1269,Antiques as an Investment,"Rush, Richard H.",January,1968,Bonanza Books
1270,Bright Star Shining: Poems for Christmas,"Harrison, Michael (EDT) and Stuart-Clark, Christopher (EDT)",December,1998,Eerdmans Pub Co
1271,The Woman Next Door,"Delinsky, Barbara",July,2001,Simon & Schuster
1272,The Oxford Dictionary of Foreign Words and Phrases,"Speake, Jennifer (EDT)",December,1998,Oxford University Press
1273,Communication: Key to Your Marriage,"Wright, H. Norman",June,1979,Regal Books
1274,Untamed,"Roberts, Nora",October,2003,Silhouette
1275,My Country 'tis Of Thee,"Smith, Samuel Francis (EDT)",June,2004,Cartwheel
1276,THREAD OF LIFE: The Smithsonian Looks at Evolution,"Lewin, Roger",July,1989,Smithsonian Books
1277,The Wanting,"Black, Campbell",June,1986,McGraw-Hill
1278,Ashana,"Roesch, E. P.",October,1991,Ballantine Books
1279,Girls' Night Out,"Valdes-Rodriguez, Alisa, Giffin, Emily, Gore, Kristin, Bagshawe, Tilly, Matthews, Carole (EDT), Mlynowski, Sarah (EDT), and Manby, Chris (EDT)",May,2006,Red Dress Ink
1280,Curious George and the Firefighters,"Rey, H. A., Rey, Margret, and Hines, Anna Grossnickle (ILT)",August,2004,HMH Books for Young Readers
1281,God's Best for My Life,"Ogilvie, Lloyd J.",January,1981,Harvest House Pub
1282,The Run to Morning,"Higgins, Jack",June,1974,Stein & Day Pub
1283,Wait Till Helen Comes: A Ghost Story,"Hahn, Mary Downing",November,1987,HarperCollins
1284,Decoding The Lost Symbol: The Unauthorized Expert Guide to the Facts Behind the Fiction,"Cox, Simon",November,2009,Atria
1285,The Collected Stories of Amanda Cross,"Cross, Amanda",January,1997,Ballantine Books
1286,Complete Idiot's Guide to Financial Aid for College,"Rye, David",December,2000,Alpha
1287,The Doomsday Key: A Sigma Force Novel,"Rollins, James",June,2009,William Morrow
1288,Movie Book: The 1930's,"Brockman, Alfred",November,1987,Crescent
1289,More Period Details : The House Renovator's Bible,"Miller, Judith",August,1999,Clarkson Potter
1290,The Modern Researcher,"Barzun, Jacques, Graff, Henry F.",September,1985,Harcourt
1291,The Cardinal of the Kremlin,"Clancy, Tom",July,1988,G P Putnam Sons
1292,Father Joe: The Man Who Saved My Soul,"Hendra, Tony",May,2004,Random House
1293,And This Too Shall Pass: A Novel,"Harris, E. Lynn",February,1997,Anchor
1294,The Struggle For A Free Europe,"Acheson, Dean Gooderham",October,1971,W. W. Norton & Company
1295,Wines And Spirits,L. W. MARRISON,January,1958,Pelican
1296,Olive's Ocean,"Henkes, Kevin",April,2005,Greenwillow Books
1297,Official Guide to Colonial Williamsburg,"Olmert, Michael",June,1985,Colonial Williamsburg Foundation
1298,The Farming of Bones,"Danticat, Edwidge",September,1999,Penguin Books
1299,Amazing Grace: 366 Inspiring Hymn Stories for Daily Devotions,"Osbeck, Kenneth W.",July,1990,Kregel Pubns
1300,The Spies of Warsaw: A Novel,"Furst, Alan",June,2008,Random House
1301,When Your Teen Is Struggling: Real Hope and Practical Help for Parents Today,"Gregston, Mark",January,2007,Harvest House Pub
1302,Making Money in Cyberspace,"Edwards, Sarah, Edwards, Paul, and Rohrbough, Linda",September,1998,Tarcher
1303,To My Daughter with Love on the Important Things in Life,"Schutz, Susan Polis, Schutz, Stephen (ILT), and Schutz, Stephen",October,1988,Grand Central Publishing
1304,Finding Facts Fast,"Todd, Alden",October,1979,Ten Speed Pr
1305,The Saturday Evening Post Christmas Book,"Flythe, Starkey and White, Jean",January,1977,The Curtis Publishing Co.
1306,Demanding Medical Excellence: Doctors and Accountability in the Information Age,"Millenson, Michael L.",November,1997,University of Chicago Press
1307,The Poisonwood Bible,Barbara Kingsolver,January,1998,HARPER/COLLINS. NY 1998
1308,How Do Dinosaurs Say Goodnight?,"Yolen, Jane and Teague, Mark (ILT)",March,2000,The Blue Sky Press
1309,Ordinary Resurrections,"Kozol, Jonathan",April,2000,Crown
1310,Day of Wrath: A Mystery,"Collier, Iris",May,2002,Minotaur Books
1311,A New Treasury of Poetry,"Philip, Neil and Lawrence, John (ILT)",September,1990,Stewart Tabori & Chang
1312,Earl Mindell's Supplement Bible,"Mindell, Earl",January,1998,Atria Books
1313,Organizing for Life: Declutter Your Mind to Declutter Your World,"Felton, Sandra",March,2007,Revell
1314,Palinisms: The Accidental Wit and Wisdom of Sarah Palin,"Weisberg, Jacob (EDT)",August,2010,Mariner Books
1315,Riso: Undiscovered Rice Dishes of Northern Italy,"Vitale, Gioietta and Lawley, Lisa",September,1992,Crown
1316,Multicultural Issues in Counseling: New Approaches to Diversity,"Lee, Courtland C. and Richardson, Bernard L. (EDT)",January,1991,Amer Counseling Assn
1317,Howard Hughes: The Untold Story,"Brown, Peter Harry and Broeske, Pat H.",November,2004,Da Capo Press
1318,The Thief and the Dogs,"Mahfouz, Naguib",September,1989,Anchor
1319,Born Wild in Shenandoah,"Simpson, Rob and Simpson, Ann",July,2007,Farcountry Press
1320,Songmaster,Orson Scott Card,January,1980,Dial Press
1321,The Accidental Tourist,"Tyler, Anne",September,1986,Berkley
1322,Real Life: Preparing for the 7 Most Challenging Days of Your Life,"McGraw, Phillip C., Ph.D.",September,2008,Free Press
1323,DK Guide to Space,"Bond, Peter",April,1999,DK Children
1324,Consequences,"Lively, Penelope",May,2007,Viking Adult
1325,The Secret Lives of Doctors' Wives,"Major, Ann",November,2006,MIRA
1326,A History of Warfare,"Keegan, John",November,1994,Vintage
1327,Who Can You Trust?: Overcoming Betrayal and Fear,"Butt, Howard E., Jr.",October,2004,WaterBrook Press
1328,Immortal,"Shields, Gillian",August,2009,Katherine Tegen Books
1329,Special Delivery,"Steel, Danielle",June,1997,Delacorte Press
1330,Exporting America: Why Corporate Greed Is Shipping American Jobs Overseas,"Dobbs, Lou",August,2004,Business Plus
1331,American Diplomacy in the Twentieth Century,"Schulzinger, Robert D.",March,1990,Oxford University Press
1332,Waiting,"Jin, Ha",September,1999,Pantheon Books
1333,Match Me If You Can: A Novel,"Phillips, Susan Elizabeth",August,2005,William Morrow
1334,One Snowy Night,"Macnaughton, Tina (ILT) and Butler, M. Christina",February,2005,Good Books
1335,The Torment of Sherlock Holmes,"Andrews, Val",October,2000,Breese Books Ltd
1336,The Clueless Groom's Guide : More Than Any Man Should Ever Know About Getting Married,"Van Dijk, Peter",May,2003,McGraw-Hill Education
1337,Fresh Flower Arranger's Companion,Andrea Neophyton,May,1994,Booksales
1338,Gertie's Great Gifts,"Perle, Ruth Lerner",January,1990,Grolier Enterprises
1339,Search for a New Dawn,"Delinsky, Barbara",September,1995,HarperTorch
1340,One Hundred Activities for Gifted Children,"Meredith, Paul",June,1957,Lake Pub Co
1341,The Tribe of Tiger: Cats and Their Culture,"Thomas, Elizabeth Marshall and Williams, Jared Taylor (ILT)",September,1995,Simon & Schuster
1342,In Focus: National Geographic Greatest Portraits,"Bendavid-Val, Leah (EDT)",October,2004,National Geographic
1343,Research and Documentation in the Electronic Age,"Hacker, Diana and Fister, Barbara",February,2002,Bedford/St. Martin's
1344,The Many Loves of Marriage,"Kinkade, Thomas, Libby, Larry, and Kinkade, Nanette",December,2001,Multnomah Books
1345,Charming Rabbits,Elinor Cooper,January,1982,TFH Publications
1346,Emeril's Creole Christmas,"Lagasse, Emeril and Bienvenu, Marcelle",October,1997,William Morrow Cookbooks
1347,Dead Pan: A Jocelyn O'Roarke Mystery,"Dentinger, Jane",October,1992,Viking
1348,Swampfire,"Hass, Patricia Cecil",January,1973,"Dodd, Mead"
1349,A Ride into Morning: The Story of Tempe Wick,"Rinaldi, Ann",April,1995,Gulliver Books Paperbacks
1350,Monet,Frank Milner,January,2002,PRC Publishing
1351,Living Religions: A Brief Introduction,"Fisher, Mary Pat",October,2001,Prentice Hall
1352,The Darwin Conspiracy,"Darnton, John",September,2006,Anchor
1353,The Borderlands of Science: Where Sense Meets Nonsense,"Shermer, Michael",November,2002,Oxford University Press
1354,Loving Frank: A Novel,"Horan, Nancy",April,2008,Ballantine Books
1355,SOC,"Witt, Jon",October,2008,McGraw-Hill Humanities/Social Sciences/Languages
1356,Bandits,"Leonard, Elmore",December,1987,William Morrow & Co
1357,Hondo and Fabian,"McCarty, Peter",May,2007,Square Fish
1358,Thanksgiving Is,"Borden, Louise and Bjorkman, Steve (ILT)",October,1997,Cartwheel Books
1359,Annie,"Fleischer, Leonore and Sobieski, Carol",May,1982,Ballantine Books
1360,Working family's kitchen guide,"Kennedy, Sheila",January,1980,distributed to the book trade in the U.S. by Scribner
1361,The City of Gold and Lead,John Christopher,September,1970,Collier Books
1362,Be Like Water: Practical Wisdom from the Martial Arts,"Cardillo, Joseph",September,2003,Warner Books
1363,WW III: Signs of the Impending Battle of Armageddon,"White, John Wesley",March,1977,Zondervan
1364,The Nine: Inside the Secret World of the Supreme Court,"Toobin, Jeffrey",September,2008,Anchor
1365,Civil Disobedience and Violence,"MURPHY, JEFFRIE G (editor)",January,1971,Wadsworth Publishing Co.
1366,Attack and die: Civil War military tactics and the Southern heritage,"McWhiney, Grady",January,1982,The University of Alabama Press
1367,Improve Your Lateral Thinking: Puzzles To Challenge Your Mind,"Sloane, Paul and MacHale, Des",June,1995,Sterling
1368,Weight Watchers Weight Loss That Lasts,"Weight Watchers International and Rippe, James M.",December,2004,Wiley
1369,Ladylord,"Miller, Sasha",January,1997,Tom Doherty Assoc Llc
1370,Stephen Hawking's A Brief History of Time: A Reader's Companion,"Hawking, Stephen W. (EDT)",May,1992,Bantam
1371,The Ultimate Bread,"Collister, Linda & Anthony Blake",January,1999,Shelton Books
1372,Will earns his mark: And other stories of long ago,,January,1994,"Highlights for Children, Inc."
1373,Secrets of the Richest Man Who Ever Lived,"Murdoch, Mike",April,1998,Deborah Murdock Johnson
1374,Constantine the Great the Man and His Times,"Grant, Michael",January,2000,History Book Club
1375,The Ten Commandments,"Macartney, Clarence E. and Szyk, Arthur (ILT)",October,2000,Testament
1376,The Secret of the Bulls,"Bernardo, Jose Raul",March,1996,Simon & Schuster
1377,Hunters Bible,"Merrill, William",November,1968,Doubleday Books
1378,Open Season,"Howard, Linda",June,2002,Pocket Books
1379,The Venture Capital Cycle,"Lerner, Josh and Gompers, Paul A.",February,2002,The MIT Press
1380,Rogue Nation: American Unilateralism And The Failure Of Good Intentions,"Prestowitz, Clyde",May,2004,Basic Books
1381,Celtic Fairy Tales,"Jacobs, Joseph",April,1994,Merchant Book Company Limited
1382,Bankrupt: The Intellectual and Moral Bankruptcy of Today's Democratic Party,"Limbaugh, David",September,2006,Regnery Publishing
1383,Doctor's Book of Food Remedies,"Yeager, Selene",May,2000,Rodale Books
1384,Book of Oriental Carpets and Rugs,"Bennett, Ian",January,1972,Hamlyn Publ Group Ltd
1385,The Debutante,"Bevarly, Elizabeth",November,2005,Silhouette
1386,The Strange Story of the Frog Who Became a Prince,"Horwitz, Elinor Lander",January,1976,"Dell Publishing Co., Inc."
1387,1001 Things Everyone Should Know About the Universe,"Gutsch, William A., Jr.",May,1999,Main Street Books
1388,Once Upon a Marigold,"Ferris, Jean",June,2004,Harcourt Paperbacks
1389,Bookends,"Green, Jane",July,2010,Penguin UK
1390,Super Sandwiches,.,January,2006,"Publications International, Ltd."
1391,Recipe for Life: Feasting on God's Grace,Tim Wesemann,January,2006,"CTA, Inc."
1392,All Dolls Are Collectible,"Angione, Genevieve",December,1988,Crown
1393,The Story of the Erie Canal,R. Conrad Stein,January,1985,Avyx
1394,The Unofficial Guide to Life After High School,"Woods, Len",May,1998,Baker Pub Group
1395,Moon Handbooks Montana,"Jewell, Judy and McRae, W. C.",April,2005,Moon Travel
1396,Recipes for Fat Free Living Cookbook: Fat Free Desserts : Every Recipe Under 1 Gram of Fat Per Serving,"Steinback, Jyl",January,1996,Fat Free Living Inc
1397,Chocolate: Cooking with the World's Best Ingredient,"Christine McFadden, Christine France",January,2000,Ultimate Editions
1398,Local Girls,"Hoffman, Alice",May,2000,Berkley
1399,Kitchen Comforts,"Boassy, Gay T.",January,2005,Simple Dream - APG Sales & Distribution
1400,The Passion Of Christ,Erika Swanson Geiss,January,2004,"Publications International, Ltd."
1401,Celebutantes,"Goldberg, Amanda and Hopper, Ruthanna Khalighi",February,2009,St. Martin's Griffin
1402,Mugged on Wall Street: An Insider Shows You How to Protect Yourself and Your Money from the Financial Pros,"Chase, C. David",July,1987,Simon & Schuster
1403,NIV Compact Nave's Topical Bible,"Kohlenberger, John R., III",January,1999,Zondervan
1404,Innocent Spouse: A Memoir,"Joynt, Carol Ross",May,2011,Crown
1405,The Oxford book of military anecdotes,,January,1985,Oxford University Press
1406,Honorable Enemies,"Weber, Joe",December,1994,Jove
1407,Innovation: The Attacker's Advantage,"Foster, Richard N.",April,1986,Summit Books
1408,Photographing Your Baby: Tips for Taking Great Pictures,Eastman Kodak Company,October,1984,Addison Wesley
1409,The Christmas Cross,"Lucado, Max",October,1998,W Pub Group
1410,The Right Data: The Conservative Guidebook to Busting Liberal Economic Myths,"Rubenstein, Edwin S.",January,1994,Natl Review
1411,Between a rock and a hard place,"Hatfield, Mark O.",January,1976,Word Books
1412,Resurrection,"Malarkey, Tucker",July,2006,Riverhead Books
1413,The Ultimate Round: 18 Life Lessons from the World's Greatest Golfers,"Glaspey, Terry, Dyke, Larry (ILT), and Dyke, Larry",January,2004,Harvest House Publishers
1414,Enhancing Professional Practice: A Framework for Teaching,"Danielson, Charlotte",November,1996,Assn for Supervision & Curriculum
1415,Julie And Romeo,"Ray, Jeanne",June,2001,Onyx
1416,The Brief History of the Dead,"Brockmeier, Kevin",January,2007,Vintage
1417,Teddy Bear's Scrapbook,,January,1990,"Publications International, Ltd."
1418,We Are the Children: A Celebration of Unicef's First Forty Years,"Spiegelman, Judith M. and UNICEF",November,1986,Atlantic Monthly Pr
1419,Where Is the Afikomen?,"Groner, J.",February,1989,Kar-Ben Pub
1420,Madame Hillary: The Dark Road to the White House,"Tyrrell, R. Emmett, Jr. and Davis, Mark W.",January,2004,Regnery Publishing
1421,One of the Family,"Sanderson, Ruth (ILT) and Archer, Peggy",October,1983,Goldencraft
1422,The Brain Game,"Aero, Rita and Weiner, Elliot",August,1983,Harper Perennial
1423,Fortress of Owls,"Cherryh, C. J.",December,1998,Harper Voyager
1424,Sacajawea,"Howard, Harold P.",October,1979,OUP
1425,A Good Fight,"Brady, Sarah and McLoughlin, Merrill",March,2002,PublicAffairs
1426,Reader's Digest Pathfinders Sharks and Other Sea Creatures,Leighton Taylor,January,2000,Reader's Digest Children's Pub
1427,What Management Is: How It Works and Why It's Everyone's Business,"Magretta, Joan and Stone, Nan Dundes",May,2002,Free Press
1428,Survival Tactics in the Parish,"Schaller, Lyle E.",May,1977,Abingdon Press
1429,A Danger of Democracy: The Presidential Nominating Process,"Sanford, Terry.",May,1981,Westview Press
1430,Fitting the Pieces Together: A Collection of Poems,"Souders, Bruce",January,1995,ROAD Publishers
1431,The Bowl Is Already Broken,"Zuravleff, Mary Kay",March,2006,Picador
1432,Extremely Loud and Incredibly Close,"Foer, Jonathan Safran",April,2006,Mariner Books Classics
1433,Knowledge Network,"Smart, Brian Hunter (EDT) and Whittaker, Bibby (EDT)",September,1998,Copper Beech
1434,The Contemporary Atlas of China,Nathan Sivin,January,1988,Houghton Mifflin
1435,Terrorism and International Justice,"Sterba, James P. (EDT)",April,2003,Oxford University Press
1436,Menopause,"Stoppard, Miriam",September,1994,DK ADULT
1437,The Ballad of John and Yoko,Jonathan Cott~Christine Doudna,January,1982,Dolphin Books
1438,Earth Magic,Francis Hitching,March,1978,Pocket
1439,Nothing Lasts Forever,"Sheldon, Sidney",September,1994,William Morrow & Co
1440,Instant Architecture,"Nesmith, Eleanor Lynn",July,1995,Ballantine Books
1441,Good Health For African Americans,"Wilson, Josleen and Dixon, Barbara M.",December,1993,Crown
1442,The Unforgiving Minute: A Soldier's Education,"Mullaney, Craig M.",February,2009,"Penguin Press HC, The"
1443,The Chesapeake Bay in Maryland: An Atlas of Natural Resources,"Lippson, Alice Jane",October,1973,The Johns Hopkins University Press
1444,Behold: Spot the Difference Bible Stories,"Madgwick, Wendy and Alles, Hemesh (ILT)",December,1993,Random House Books for Young Readers
1445,Mortal Grace,"Stewart, Edward",June,1994,Delacorte Press
1446,Healing the Wounded Heart: Removing Obstacles to Intimacy with God,"Gardner, Thom",November,2005,Destiny Image Publishers
1447,The Sixth Lamentation,"Brodrick, William",July,2004,Penguin Books
1448,Pieces of My Mind,"Rooney, Andrew A.",October,1984,Scribner
1449,Speak to My Heart: A Novel,"Adams, Stacy Hawkins",October,2004,Revell
1450,Great Food: Over 175 Recipes from Six of the World's Greatest Chef's,,March,1998,West One Hundred Seventy Five
1451,Food and Wine's Holiday Favorites,Food Wine Staff,August,1996,American Express Publishing Company
1452,The Riddle of the Rhine: Chemical Strategy in Peace and War,Victor Lefebure,January,1923,"The Chemical Foundation Inc.,"
1453,The Christmas Thief: A Novel,"Clark, Mary Higgins and Clark, Carol Higgins",November,2004,Simon & Schuster
1454,Protector,Larry Niven,January,1973,Ballantine Books
1455,Hello,"Padilla, Michael J., Miaoulis, Ioannis, Cyr, Martha, and Cronkite, Donald, Ph.D.",January,1996,HOUGHTON MIFFLIN
1456,Get Anyone to Do Anything And Never Feel Powerless Again,David J. Lieberman,May,2000,St. Martin's Press
1457,The Stone Flower Garden,"Smith, Deborah",January,2003,Grand Central Publishing
1458,101 Questions Your Cat Would Ask Its Vet If Your Cat Could Talk,"Fogle, Bruce and Ward, Lalla (ILT)",April,1995,Castle
1459,Legal guide for the visual artist,"Crawford, Tad",January,1990,"Distributor to the trade in the United States and Canada, North Light Books"
1460,Time and Again: An Anthology,"Roberts, Nora",March,2006,Silhouette
1461,Images of the Wild: Photography and Stories,"Sams, Carl R., Stoick, Jean, Sams, Carl R. (PHT), Stoick, Jean (PHT), Monroe, Michael Glenn (ILT), Monroe, Colleen, and Monroe, Colleen (EDT)",September,1997,Sleeping Bear Press
1462,The Maintenance Man,Michael Baisden,January,1997,Simon & Schuster
1463,How to Get the Most Out of Trade Shows,"Miller, Steve",July,2000,Ntc Business Books
1464,Jane Fonda's New Workout and Weight Loss Program,"Fonda, Jane",June,1986,Simon & Schuster
1465,Trace: A Scarpetta Novel,"Cornwell, Patricia Daniels",September,2004,Putnam Adult
1466,Publish and Perish: Three Tales of Tenure and Terror,"Hynes, James",April,1998,Picador
1467,Three Tall Women,"Albee, Edward",September,1995,Plume
1468,In the Year of the Boar and Jackie Robinson,"Simont, Marc (ILT) and Lord, Bette",April,2019,HarperCollins
1469,Dismantling the Universe: The Nature of Scientific Discovery,"Morris, Richard",October,1983,Simon & Schuster
1470,The Heritage of British Literature,"Bowen, Elizabeth",August,1986,Thames & Hudson
1471,The Weekender's Gardening Manual,"Taylor, Patricia A.",March,1986,Henry Holt & Co
1472,Clues to American architecture,"Klein, Marilyn W",January,1985,Starrhill Press
1473,Clinton: Young Man in a Hurry,"Moore, Jim",January,1997,The Summit Publishing Group
1474,The One Month Marriage,"Stacy, Judith",September,2004,Harlequin Historical
1475,In the Spirit: The Inspirational Writings,"Taylor, Susan L.",October,1994,HarperPerennial
1476,Let History Judge: The Origins and Consequences of Stalinism,Roy A. Medvedev,January,1972,Alfred A. Knopf
1477,Brazil,"Updike, John",January,1994,Knopf
1478,Builders of the Bay Colony,"Morison, Samuel Eliot",June,1964,Houghton Mifflin Co (P)
1479,Geometry: Practice Workbook With Examples,"Holt Mcdougal (COR), Boswell, Laurie, and Stiff, Lee",May,2000,MCDOUGAL LITTEL
1480,Diane Seed's Mediterranean Dishes,"Seed, Diane and Hocombe, Sarah (ILT)",November,1993,Ten Speed Press
1481,The Last Life: A Novel,"Messud, Claire",September,2000,Mariner Books
1482,Caleb Williams,"Godwin, William and Hindle, Maurice",August,1988,Penguin Classics
1483,All For Jesus: A Devotional,"Graham, Franklin and Rhoads, Ross",May,2005,Thomas Nelson Inc
1484,Redneck Heaven: Portrait of a Vanishing Culture,"Bultman, Bethany",November,1996,Bantam
1485,In Search Of History: A Personal Adventure,Theodore H. White,January,1979,Warner Books
1486,A Child's Good Morning Book,"Brown, Margaret Wise and Charlot, Jean (ILT)",April,1996,Festival
1487,Women and the American Experience,"Woloch, Nancy",January,1984,Knopf
1488,Apocalypse Wow,"Garner, James Finn",April,1997,Simon & Schuster
1489,Hugs for Girlfriends,"Boultinghouse, Philis",January,2002,Howard Publishing Company
1490,Aerobic Walking : The Best and Safest Weight Loss and Cardiovascular Exercise for Everyone Overweight or Out of Shape,"Meyers, Casey",September,1987,Vintage
1491,Peer Gynt : A Dramatic Poem,"Ibsen, Henrik and Watts, Peter (TRN)",April,1966,Penguin Classics
1492,Amish Society,"Hostetler, John Andrew",April,1993,Johns Hopkins University Press
1493,The Fall of Rome: A Novel,"Southgate, Martha",January,2003,Scribner
1494,War in the Pacific: From the Fall of Singapore to Japanese Surrender,"Scutts, Jerry",October,2000,Thunder Bay Pr
1495,Old Twentieth,"Haldeman, Joe",July,2006,Ace
1496,Safari Fun Pop Up Book,Landoll,January,1997,Landoll
1497,Paula,"Allende, Isabel and Peden, Margaret Sayers (TRN)",May,1995,Harper-Collins
1498,Who's Hiding Under the Sea?,Nancy Parent,January,2000,Paradise Press
1499,365 Fascinating Facts about Jesus,"Strand, Robert",March,2000,New Leaf Press
